1103982|MDLZ|Mondelez International Inc|20190208|NASDAQ|2000|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/MDLZ_0001103982_10K_20181231_Item1A_excerpt.txt
12659|HRB|H&R Block Inc|20190614|NYSE|7200|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/HRB_0000012659_10K_20190430_Item1A_excerpt.txt
86312|TRV|Travelers Companies Inc|20190214|NYSE|6331|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/TRV_0000086312_10K_20181231_Item1A_excerpt.txt
78003|PFE|Pfizer Inc|20190228|NYSE|2834|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/PFE_0000078003_10K_20181231_Item1A_excerpt.txt
104169|WMT|Wal Mart Stores Inc|20190328|NYSE|5331|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/WMT_0000104169_10K_20190131_Item1A_excerpt.txt
1144215|AYI|Acuity Brands Inc|20191029|NYSE|3640|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/001/AYI_0001144215_10K_20190831_Item1A_excerpt.txt
66740|MMM|3M Co|20190207|NYSE|3841|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/MMM_0000066740_10K_20181231_Item1A_excerpt.txt
1551182|ETN|Eaton Corp PLC|20190227|NYSE|3590|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/ETN_0001551182_10K_20181231_Item1A_excerpt.txt
1158449|AAP|Advance Auto Parts Inc|20190219|NYSE|5531|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AAP_0001158449_10K_20181229_Item1A_excerpt.txt
1022079|DGX|Quest Diagnostics Inc|20190221|NYSE|8071|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/DGX_0001022079_10K_20181231_Item1A_excerpt.txt
915389|EMN|Eastman Chemical Co|20190227|NYSE|2821|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/EMN_0000915389_10K_20181231_Item1A_excerpt.txt
5272|AIG|American International Group Inc|20190215|NYSE|6331|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AIG_0000005272_10K_20181231_Item1A_excerpt.txt
59558|LNC|Lincoln National Corp|20190220|NYSE|6311|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/LNC_0000059558_10K_20181231_Item1A_excerpt.txt
40987|GPC|Genuine Parts Co|20190225|NYSE|5013|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/GPC_0000040987_10K_20181231_Item1A_excerpt.txt
832988|SIG|Signet Jewelers LTD|20190403|NYSE|5944|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/SIG_0000832988_10K_20190202_Item1A_excerpt.txt
1418135|DPS|DR Pepper Snapple Group Inc|20190228|NYSE|2080|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/DPS_0001418135_10K_20181231_Item1A_excerpt.txt
1510295|MPC|Marathon Petroleum Corp|20190228|NYSE|2911|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/MPC_0001510295_10K_20181231_Item1A_excerpt.txt
849399|SYMC|Symantec Corp|20190524|NASDAQ|7372|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/SYMC_0000849399_10K_20190329_Item1A_excerpt.txt
72903|XEL|Xcel Energy Inc|20190222|NYSE|4931|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/XEL_0000072903_10K_20181231_Item1A_excerpt.txt
7286|PNW|ARIZONA PUBLIC SERVICE CO|20190222|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PNW_0000007286_10K_20181231_Item1A_excerpt.txt
30625|FLS|Flowserve Corp|20190220|NYSE|3561|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/FLS_0000030625_10K_20181231_Item1A_excerpt.txt
6281|ADI|Analog Devices Inc|20191126|NASDAQ|3674|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/ADI_0000006281_10K_20191102_Item1A_excerpt.txt
55387|PPL|KENTUCKY UTILITIES CO|20190214|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PPL_0000055387_10K_20181231_Item1A_excerpt.txt
1124198|FLR|Fluor Corp|20190221|NYSE|1600|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/FLR_0001124198_10K_20181231_Item1A_excerpt.txt
1339947|VIAB|Viacom Inc|20191114|NASDAQ|4841|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/VIAB_0001339947_10K_20190930_Item1A_excerpt.txt
922864|AIV|Apartment Investment & Management Co|20190220|NYSE|6798|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AIV_0000922864_10K_20181231_Item1A_excerpt.txt
9389|BLL|Ball Corp|20190222|NYSE|3411|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/BLL_0000009389_10K_20181231_Item1A_excerpt.txt
1037038|RL|Ralph Lauren Corp|20190516|NYSE|2320|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/RL_0001037038_10K_20190330_Item1A_excerpt.txt
877890|CTXS|Citrix Systems Inc|20190215|NASDAQ|7372|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CTXS_0000877890_10K_20181231_Item1A_excerpt.txt
1121788|GRMN|Garmin LTD|20190220|NASDAQ|3812|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/GRMN_0001121788_10K_20181229_Item1A_excerpt.txt
1047166|URI|United Rentals North America Inc|20190123|NYSE|7359|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/URI_0001047166_10K_20181231_Item1A_excerpt.txt
1099219|MET|Metlife Inc|20190222|NYSE|6311|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/MET_0001099219_10K_20181231_Item1A_excerpt.txt
201533|CMS|Consumers Energy Co|20190205|NYSE|4931|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/CMS_0000201533_10K_20181231_Item1A_excerpt.txt
1137774|PRU|Prudential Financial Inc|20190215|NYSE|6311|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PRU_0001137774_10K_20181231_Item1A_excerpt.txt
7332|SWN|Southwestern Energy Co|20190228|NYSE|1311|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/SWN_0000007332_10K_20181231_Item1A_excerpt.txt
861878|SRCL|Stericycle Inc|20190228|NASDAQ|4955|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/SRCL_0000861878_10K_20181231_Item1A_excerpt.txt
1365135|WU|Western Union Co|20190221|NYSE|7389|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/WU_0001365135_10K_20181231_Item1A_excerpt.txt
820027|AMP|Ameriprise Financial Inc|20190227|NYSE|6282|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/AMP_0000820027_10K_20181231_Item1A_excerpt.txt
12927|BA|Boeing Co|20190208|NYSE|3721|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/BA_0000012927_10K_20181231_Item1A_excerpt.txt
47111|HSY|Hershey Co|20190222|NYSE|2060|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/HSY_0000047111_10K_20181231_Item1A_excerpt.txt
13372|ES|NSTAR ELECTRIC CO|20190226|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/ES_0000013372_10K_20181231_Item1A_excerpt.txt
5513|UNM|Unum Group|20190219|NYSE|6321|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/UNM_0000005513_10K_20181231_Item1A_excerpt.txt
1637459|KHC|Kraft Heinz Co|20190607|None|None|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/KHC_0001637459_10K_20181229_Item1A_excerpt.txt
764180|MO|Altria Group Inc|20190226|NYSE|2111|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/MO_0000764180_10K_20181231_Item1A_excerpt.txt
833444|JCI|Tyco International LTD|20191121|NYSE|7380|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/JCI_0000833444_10K_20190930_Item1A_excerpt.txt
723125|MU|Micron Technology Inc|20191017|NASDAQ|3674|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/MU_0000723125_10K_20190829_Item1A_excerpt.txt
107263|WMB|Williams Companies Inc|20190221|NYSE|4922|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/WMB_0000107263_10K_20181231_Item1A_excerpt.txt
1506307|KMI|Kinder Morgan Inc|20190208|NYSE|4922|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/KMI_0001506307_10K_20181231_Item1A_excerpt.txt
732717|T|At&t Inc|20190220|NYSE|4813|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/T_0000732717_10K_20181231_Item1A_excerpt.txt
37996|F|Ford Motor Co|20190221|NYSE|3711|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/F_0000037996_10K_20181231_Item1A_excerpt.txt
1530721|KORS|Michael Kors Holdings LTD|20190529|NYSE|3100|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/KORS_0001530721_10K_20190330_Item1A_excerpt.txt
1013871|NRG|NRG Energy Inc|20190228|NYSE|4911|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/NRG_0001013871_10K_20181231_Item1A_excerpt.txt
1534701|PSX|Phillips 66|20190222|NYSE|2911|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/PSX_0001534701_10K_20181231_Item1A_excerpt.txt
59478|LLY|Lilly Eli & Co|20190219|NYSE|2834|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/LLY_0000059478_10K_20181231_Item1A_excerpt.txt
39911|GPS|Gap Inc|20190319|NYSE|5651|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/GPS_0000039911_10K_20190202_Item1A_excerpt.txt
55067|K|Kellogg Co|20190225|NYSE|2040|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/K_0000055067_10K_20181229_Item1A_excerpt.txt
27419|TGT|Target Corp|20190313|NYSE|5331|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/TGT_0000027419_10K_20190202_Item1A_excerpt.txt
319201|KLAC|Kla Tencor Corp|20190816|NASDAQ|3827|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/KLAC_0000319201_10K_20190630_Item1A_excerpt.txt
24545|TAP|Molson Coors Brewing Co|20190212|NYSE|2082|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/TAP_0000024545_10K_20181231_Item1A_excerpt.txt
7084|ADM|Archer Daniels Midland Co|20190219|NYSE|2070|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/ADM_0000007084_10K_20181231_Item1A_excerpt.txt
40704|GIS|General Mills Inc|20190628|NYSE|2040|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/GIS_0000040704_10K_20190526_Item1A_excerpt.txt
886158|BBBY|Bed Bath & Beyond Inc|20190430|NASDAQ|5700|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/BBBY_0000886158_10K_20190302_Item1A_excerpt.txt
60086|L|Loews Corp|20190213|NYSE|6331|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/L_0000060086_10K_20181231_Item1A_excerpt.txt
32604|EMR|Emerson Electric Co|20191118|NYSE|3600|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/EMR_0000032604_10K_20190930_Item1A_excerpt.txt
783325|WEC|Wisconsin Energy Corp|20190226|NYSE|4931|/home/koshy/Desktop/Capstone/fintech/data/SEC/batch_0001/002/WEC_0000783325_10K_20181231_Item1A_excerpt.txt
